date_added,id,category,display,state,city,lat,lon,radius,name,name_catalog,notes,keywords
8/15/2013,20,school,,AR,West Fork,35.92131,-94.19122,30,West Fork Tigers,,,Arkansas vegas gold black
8/15/2013,139,school,,AR,Yellville,36.22835,-92.685056,50,Yellville-Summit Panthers,,,Arkansas panthers green white
8/15/2013,64,school,,KS,Caney,37.0176,-95.9276,40,Caney Valley Bullpups,,,Oklahoma Ramona
10/20/2016,259,school,,KS,Gardner,38.81708,-94.941275,70,Gardner Edgerton Schools,,,gardner edgerton trailblazers blue kansas city high school
7/20/2016,242,school,,KS,Olathe,38.8385,-94.7279,50,Heritage Christian Academy,,,heritage christian academy chargers kansas city schools overland park private
6/30/2016,243,school,,KS,Ottawa,38.6003,-95.2817,110,Ottawa Cyclones,,,ottawa cyclones kansas high school red black white
1/1/2014,163,school,,KS,Pittsburg,37.4109,-94.705,45,St. Mary's Colgan Panthers,,,Kansas Pittsburg blue white silver
8/15/2013,150,school,,KS,Pittsburg,37.41088,-94.70496,45,Pittsburg Dragons,,,Kansas purple white
8/15/2013,131,school,,AR,Clarksville,35.469898,-93.482723,50,Clarksville Panthers,,,Arkansas red white
3/4/2016,238,school,,KS,Overland Park,38.8097,-94.72786,50,Blue Valley Timberwolves,,,wolves green trees we see green kansas overland park
12/1/2014,191,school,,MO,Blue Eye,36.4993,-93.3937,90,Blue Eye Bulldogs,,large radius to appear in Springfield,Missouri black white bulldogs dogs Blue Eye
11/5/2015,227,school,,MO,Bronaugh,37.69342,-94.472,80,Bronaugh Wildcats,,,Missouri green white wildcats Bronaugh cats
2/25/2014,118,school,,MO,Carl Junction,37.1767,-94.5655,30,Carl Junction Bulldogs,,,Missouri black red
1/1/2014,165,school,,MO,Carthage,37.1764,-94.31022,30,Carthage Tigers,,,Missouri blue white
1/1/2014,168,school,,MO,Cassville,36.677,-93.86881,50,Cassville Wildcats,,,Missouri black gold
10/19/2015,223,school,,MO,Dora,36.7747,-92.2199,100,Dora Falcons,,,Missouri falcon red white dora
8/15/2019,330,school,,MO,Exeter,36.674955,-93.937978,150,Exeter Tigers,,,"Missouri, Exeter, Tigers, Exeter R-VI"
8/15/2013,134,school,,MO,Granby,36.8773,-94.2282,50,East Newton Patriots,,,Missouri Granby red white blue
8/15/2013,65,school,,MO,Hollister,36.6217,-93.1926,75,Hollister Tigers,,large radius to appear with Springfield,Missouri blue white
1/1/2014,161,school,,MO,Joplin,37.0842,-94.5132,30,Joplin Eagles,,,Missouri red silver
2/7/2021,351,school,,MO,Lamar,37.501736,-94.282012,40,Lamar Tigers,,,"Lamar, Lamar Tigers, High School, Lamar Schools, Lamar Public Schools, Lamar High School"
12/11/2014,193,school,,MO,Golden City,37.39299,-94.0942,60,Golden City Eagles,,,Missouri joplin golden city eagles gold black yellow
4/1/2015,177,school,,MO,Lebanon,37.6718,-92.6626,100,Lebanon Yellowjackets,,,Missouri Lebanon Yellowjackets black gold
8/15/2013,97,school,,MO,McDonald County,36.59381,-94.38417,50,McDonald County Mustangs,,large radius to appear with ABC,Missouri Anderson black red
8/15/2013,147,school,,MO,Monett,36.92895,-93.9277,60,Monett Cubs,,large radius to appear with Joplin,Missouri purple gold
1/1/2014,152,school,,MO,Mountain Grove,37.1306,-92.26349,90,Mountain Grove Panthers,,large radius to appear with Springfield,Missouri maroon grey
8/15/2013,138,school,,MO,Nevada,37.952861,-94.335022,105,Nevada Tigers,,large radius to appear with Joplin,Missouri maroon silver
1/1/2014,153,school,,MO,Pierce City,36.94589,-94.0002,50,Pierce City Eagles,,,Missouri green white
8/15/2019,328,school,,MO,Purdy,36.815543,-93.919693,150,Purdy Eagles,,,"Missouri, Purdy, Eagles, Purdy R-II"
8/15/2013,140,school,,MO,Forsyth,36.68506,-93.1199,70,Forsyth Panthers,,large radius to appear with Springfield,Missouri blue white
11/3/2014,182,school,,MO,Raytown,38.99666,-94.4684,50,Raytown Bluejays,,,Raytown Missouri Bluejays blue white
11/3/2014,183,school,,MO,Raytown,38.99666,-94.4684,50,Raytown South Cardinals,,,Raytown Missouri Cardinals red white
1/1/2014,166,school,,MO,Springfield,36.95483,-93.727223,70,Aurora Houn'Dawgs,,,Missouri hound dog black red
8/15/2013,136,school,,MO,Lockwood,37.3906,-93.9584,70,Lockwood Tigers,,large radius to appear with Joplin,Missouri black red
8/15/2013,125,school,,MO,Springfield,36.722719,-93.383203,180,Reed Springs Wolves,,large radius to appear with Springfield,Missouri red white
12/1/2014,192,school,,MO,Washburn,36.5907,-93.9662,50,Southwest Trojans,,,Missouri Washburn red black southwest trojans
8/15/2013,62,school,,MO,Webb City,37.15175,-94.4741,30,Webb City Cardinals,,,Missouri blue white red
8/15/2013,126,school,,MO,Joplin,36.877973,-94.380226,120,Neosho Wildcats,,large radius to appear with Joplin,Missouri black gold
8/15/2013,122,school,,MO,West Plains,36.7281,-91.8524,95,West Plains Zizzers,,large radius to appear with NCA,Missouri red silver
8/15/2019,329,school,,MO,Wheaton,36.762702,-94.050325,150,Wheaton Bulldogs,,,"Missouri, Wheaton, Bulldogs, Wheaton R-III"
11/20/2015,229,school,,OK,Adair,36.438,-95.3163,100,Adair Warriors,,large radius to appear with Tulsa,Oklahoma Adair green white warriors
8/15/2013,22,school,,OK,Broken Arrow,36.0731,-95.7661,40,Broken Arrow Tigers,,,Oklahoma black gold
8/15/2013,135,school,,OK,Bartlesville,36.769692,-95.980911,30,Bartlesville Bruins,,,Oklahoma blue white
1/1/2014,167,school,,OK,Bartlesville,36.7258,-95.95318,30,WESLEYAN CHRISTIAN SCHOOL,,,Oklahoma Bartlesville
7/26/2018,296,school,,OK,Broken Bow,34.034389,-94.740855,250,Broken Bow Schools,,,"broken bow, savages, oklahoma high schools, oklahoma schools, indians, native americans"
1/9/2020,338,school,,OK,Broken Bow,33.984123,-94.818991,250,Holly Creek Schools,,,"Holly Creek, red hawk, Redhawks, Broken Bow, Oklahoma"
1/21/2021,232,school,,OK,Chouteau,36.19203,-95.345537,50,Chouteau Wildcats,,,"Chouteau, Wildcats, School, High School, Oklahoma"
2/25/2014,94,school,,OK,Dewey,36.7959,-95.93553,30,Dewey Bulldoggers,,,Oklahoma cardinal red white
8/15/2013,17,school,,OK,Elgin,34.78195,-98.28711,40,Elgin Owls,,,Oklahoma red white
8/15/2013,13,school,,OK,Eufaula,35.28069,-95.584,50,Eufaula Ironheads,,,Oklahoma iron heads maroon
8/15/2013,51,school,,OK,Grove,36.599,-94.7472,40,Grove Ridgerunners,,,Oklahoma
10/18/2018,313,school,,OK,Idabel,33.882754,-94.815908,240,Idabel Schools,,,"Idabel Oklahoma, Warriors, Middle School, Elementary School, High School, Scarlet, Black"
8/15/2013,55,school,,OK,Jay,36.4308,-94.7872,40,Jay Bulldogs,,,Oklahoma black yellow
8/15/2013,45,school,,OK,Jenks,36.0254,-95.9696,40,JENKS PUBLIC SCHOOLS,,,Oklahoma red white Tulsa
8/15/2013,61,school,,OK,Kansas,36.2124,-94.8037,40,Kansas Comets,,,Oklahoma black red
1/21/2021,288,school,,OK,Lawton,34.608115,-98.458127,50,Eisenhower Eagles,,,"Eisenhower, Eagles, High School, Lawton, Oklahoma"
1/21/2021,289,school,,OK,Lawton,34.617382,-98.403887,50,Lawton Wolverines,,,"Wolverines, Lawton, OK, High School"
1/21/2021,290,school,,OK,Lawton,34.609365,-98.336866,50,MacArthur Highlanders,,,"MacArthur, Highlanders, Lawton, OK, High School"
11/8/2018,321,school,,OK,Lukfata,34.095749,-94.773897,40,Lufkata Falcons,,,"Lukfata Public School, Oklahoma, Broken Bow, Falcons"
8/15/2013,14,school,,OK,McAlester,34.9373,-95.7402,50,McAlester Buffaloes,,,Oklahoma black yellow
8/15/2013,42,school,,OK,Miami,36.8745,-94.8543,40,Miami Wardogs,,,Oklahoma blue white
8/15/2013,87,school,,OK,Muskogee,35.69737,-95.37016,40,Hilldale Hornets,,,Oklahoma Muskogee red
11/29/2016,92,school,,OK,Muskogee,35.77161,-95.32973,30,Muskogee Roughers,,,Oklahoma Muskogee roughers schools oil green high school
8/15/2013,148,school,,OK,Muldrow,35.406203,-94.59883,30,Muldrow Bulldogs,,,Oklahoma black red
8/15/2013,57,school,,OK,Nowata,36.6963,-95.6448,40,Nowata Ironmen,,,Oklahoma red white
8/15/2013,120,school,,OK,Panama,35.1673,-94.6724,40,Panama Razorbacks,,,Oklahoma black red
8/15/2013,12,school,,OK,Park Hill,35.7886,-94.9693,30,Keys Cougars,,,Oklahoma black red
8/15/2013,86,school,,OK,Porter,35.86959,-95.5221,30,Porter Pirates,,,Oklahoma blue
8/15/2013,98,school,,OK,Pryor,36.30697,-95.31378,70,Pryor Tigers,,,Oklahoma blue gold
1/1/2014,151,school,,OK,Roland,35.42249,-94.5147,30,Roland Rangers,,,Oklahoma black orange
1/21/2021,326,school,,OK,Sallisaw,35.552214,-94.743616,40,Brushy Mountaineers,,,"Brushy, School, Mountaineers, Sallisaw, Oklahoma"
10/20/2016,258,school,,OK,Sallisaw,35.4507837,-94.82136,40,Sallisaw Schools,,,sallisaw oklahoma orange black diamonds
8/22/2019,337,school,,OK,Sallisaw,35.448555,-94.707456,30,Central Schools Tigers,,,"Central Schools, Central Public School, Central Tigers, Tigers, Central, Sallisaw"
2/25/2014,128,school,,OK,Spiro,35.2412,-94.6199,40,Spiro Bulldogs,,,Oklahoma Fighting white
1/1/2014,170,school,,OK,Stilwell,35.8145,-94.6285,45,Stilwell Indians,,,Oklahoma red white
1/1/2014,154,school,,OK,South Coffeyville,36.9945,-95.6203,50,Oklahoma Union,,,Oklahoma Coffeyville cougar maroon silver
8/15/2013,16,school,,OK,Tahlequah,35.9201,-94.9809,40,Tahlequah Tigers,,,Oklahoma orange white
11/17/2015,230,school,,OK,Tulsa,36.1073,-95.9102,30,Bishop Kelley Comets,,,Oklahoma Bishop Kelley comets Tulsa red white
8/15/2013,15,school,,OK,Tulsa,36.07,-95.9681,20,Metro Christian Academy,,,Oklahoma Tulsa blue
8/15/2013,54,school,,OK,Tulsa,36.0655,-95.8706,40,TULSA UNION PUBLIC SCHOOLS,,,"Tulsa, Union, Tulsa Union High School, OK, Oklahoma, School"
8/15/2013,41,school,,OK,Tulsa,36.0524,-95.9596,20,Victory Christian School,,,Oklahoma Tulsa  blue gold conquerors
8/15/2013,59,school,,OK,Wagoner,35.9594,-95.377,30,Wagoner Bulldogs,,,Oklahoma red black
8/15/2013,28,school,,OK,Walters,34.3589,-98.3078,40,Walters Blue Devils,,,Oklahoma blue white
3/25/2014,173,school,,OK,Westville,35.9926,-94.56799,40,Westville Yellow Jackets,,,Oklahoma Gold Purple Yellowjackets
5/13/2014,164,school,,AR,Coal Hill,35.438344,-93.670475,40,Westside Rebels,,,Westside rebels west side Coal Hill Arkansas blue white
5/27/2014,176,school,,OK,Fort Gibson,35.7976,-95.2505,45,Fort Gibson Tigers,,,Oklahoma Fort Gibson Tigers red white
8/15/2013,27,school,,OK,Tulsa,36.1523,-95.878,40,Noah Jaguars,,,Oklahoma Tulsa royal blue black white jaguars noah
8/15/2013,127,school,,OK,Fort Smith ,34.978252,-94.636459,140,Howe Lions,,large radius to appear with Fort Smith,Oklahoma red white
4/23/2018,286,school,,OK,Sapulpa,35.999394,-96.114047,40,Sapulpa Chieftains,,,Oklahoma tulsa sapulpa chieftains
7/12/2018,291,school,,AR,Riverside,35.2943,-91.241215,40,RIVERSIDE SCHOOLS,,,riverside rebels lake city northeast arkansas arkansas high schools
7/12/2018,292,school,,AR,Kirby,34.251409,-93.641384,40,Kirby Trojans,,,kirby trojans southwest arkansas arkansas high schools
7/12/2018,293,school,,AR,Norman,34.479247,-93.681096,40,Caddo Hills Indians,,,caddo hills norman indians southwest arkansas ouachitas arkansas high schools
7/12/2018,294,school,,AR,Waldron,34.974633,-94.086766,40,Waldron Bulldogs,,,waldron bulldogs arkansas high schools western arkansas ouachitas
9/27/2018,310,school,,AR,Horatio,33.948251,-94.347544,40,Horatio Lions,,,"horatio, lion, southwest arkansas, arkansas, junior senior high school, elementary"
10/4/2018,311,school,,AR,Bay,35.747666,-90.566736,40,Bay Yellow Jackets,,,"Purple, Gold, High School, Elementary, Yellow Jackets, Bay, Arkansas"
1/21/2021,349,school,,MO,Joplin,37.0992,-94.45304,40,College Heights Christian School,,"Joplin, MO, MIssouri, School, High School, College Heights, College Heights Christian School",
5/27/2015,200,sports,,AR,,,,,Northwest Arkansas Naturals,,,Northwest Arkansas NWA Naturals baseball black sports mlb
8/14/2016,253,sports,,KS MO,Lee's Summit,,,,Sporting Lee's Summit,,,soccer sporting lee's summit kansas city recreational kids
10/20/2013,36,usa,,,,,,,Air Force,,,military patriotic american service veterans airplane plane fighter jet raptor
10/20/2013,26,usa,,,,,,,Army,,,military patriotic american service veterans flag soldier uniform camo
10/20/2013,31,usa,,,,,,,Coast Guard,,,military patriotic american service veterans ship
10/20/2013,32,usa,,,,,,,Marines,,,military patriotic american service veterans sword soldier uniform
10/20/2013,25,usa,,,,,,,Navy Air,,,military patriotic american service veterans f-18 hornet jet plane airplane
10/20/2013,33,usa,,,,,,,Navy Water,,,military patriotic american service veterans ship carrier
10/20/2013,24,usa,,,,,,,USA Pride,,,military patriotic american service veterans flag eagle red white blue stars stripes
3/1/2018,283,"usa,org",,,,,,,Armed Services YMCA,,,"ymca, armed services, armed services ymca, asymca, military, army, flag, patriotic, usa, army, crayon"
11/1/2013,80,"whimsical,food",,,,,,,Bacon,,,whimsical food pork meat pig
11/1/2013,81,"whimsical,food",,,,,,,Chocolate Bar,,,whimsical food sweet candy
11/1/2013,78,whimsical,,,,,,,Mr.,,,whimsical mister mustache yellow
11/1/2013,79,whimsical,,,,,,,Ms.,,,whimsical miss misses lips red lipstick pucker kiss blue
11/2/2017,276,"whimsical,art",,,,,,,Flowers,,,"flowers, floral, roses, fall, autumn"
11/2/2017,277,"whimsical,art",,,,,,,Lighthearted,,,"lighthearted, hearts, lights, love"
11/2/2017,278,"whimsical,art",,,,,,,Watercolor,,,"watercolor, art, artistic, artsy, hearts, love, paint, painting"
11/2/2017,279,"whimsical,art",,,,,,,Script,,,"love, black, purple"
11/15/2013,159,food,,,,,,,Popcorn,,,food butter arvest Friday snack
11/15/2013,155,food,,,,,,,Coffee,,,food cappucino beans mug drink
11/15/2013,156,food,,,,,,,Cupcakes,,,food sweet dessert cake sprinkles
11/15/2013,157,food,,,,,,,Hamburger,,,food cheeseburger burger
11/15/2013,158,food,,,,,,,Hotdog,,,food mustard hot dog
3/5/2014,171,college,,KS,Pittsburg,37.41088,-94.70496,45,Pittsburg State University,,,Pitt State PSU Kansas Gus Gorilla Gorilla Crimson Gold
3/5/2014,172,school,,MO,Nixa,37.048814,-93.294892,30,Nixa Eagles,,,Missouri scarlet grey red
7/2/2014,178,school,,AR,Ozark,35.503562,-93.842476,30,Ozark Hillbillies,,,Ozark Hillbillies Franklin County Arkansas purple gold
7/29/2014,179,college,,AR,Clarksville,35.476101,-93.466279,45,University of the Ozarks,,,University College Ozarks Clarksville Arkansas  Purple Gold Eagles
10/20/2016,260,college,,AR,Little Rock,,,,UALR TROJANS,,,ualr little rock trojans arkansas college maroon grey
11/1/2014,185,fashion,,,,,,,Chevron Spice,,,fashion chevron colors
11/1/2014,187,fashion,,,,,,,On the Catwalk,,,fashion leopard print
11/1/2014,188,fashion,,,,,,,Simple Elegance,,,fashion pearls jewelry
11/1/2014,189,fashion,,,,,,,Stiletto Meadow,,,fashion shoe high heels
1/2/2015,186,fashion,,,,,,,Old School,,,converse shoes basketball green white fashion old school
5/27/2015,203,"fashion,outdoor",,,,,,,Camouflage,,,camo camouflage green brown hunting
11/17/2015,228,org,,AR,,,,,Downtown Bentonville,,,Arkansas Bentonville red white blue
12/17/2015,231,org,,AR,,,,,RUSSELLVILLE DOWNTOWN,,,downtown russellville main city arkansas
3/5/2020,339,org,,AR,,,,,SPRINGDALE CHAMBER,,,Springdale Arkansas Chamber Commerce City
8/29/2017,271,org,,AR,,,,,Early Childhood Initiatives Center,,,"early childhood initiatives center, kids, children, northwest arkansas"
8/28/2015,216,pets,,,,,,,Dog 1,,,dog canine mutt pup white dogs nose
8/28/2015,217,pets,,,,,,,Dog 2,,,dog canine puppy pup boston bulldog french terrior black white
8/28/2015,218,pets,,,,,,,Horse,,,horse equestrian white brown
8/28/2015,219,pets,,,,,,,Kitten,,,kitten cat tabby orange white
8/28/2015,220,pets,,,,,,,Kitten & Puppy,,,kitten cat puppy dog canine husky white black
8/28/2015,221,pets,,,,,,,Snake,,,snake rattlesnake brown white
8/30/2016,245,dest,,AR,,,,,Crystal Bridges,,,Crystal Bridges art museum Natural State Northwest Arkansas Arkansas landmarks architecture american art bentonville
8/13/2018,280,school,,OK,Cache,34.623314,-98.625072,40,Cache Bulldogs,,,"cache, bulldogs, southwest oklahoma, lawton, oklahoma schools"
8/13/2018,299,school,,AR,DeQueen,34.029067,-94.358865,40,DeQueen Leopards,,,"dequeen, de queen, leopards, southwest arkansas, ouachitas, arkansas high schools"
8/13/2018,300,school,,AR,Centerpoint,34.287698,-93.511726,40,Centerpoint Knights,,,"centerpoint, knights, southwest arkansas, ouachitas, arkansas high schools"
8/13/2018,301,school,,OK,Lawton,34.620115,-98.404131,40,Lawton Eagles,,,"lawton, oklahoma schools, eisenhower, eagles, wolverines, highlanders, southwest oklahoma"
8/13/2018,302,school,,AR,Manila,35.879811,-90.15695,40,Manila Lions,,,"manila, lions, northeast arkansas, arkansas high schools"
8/13/2018,304,school,,MO,Marshfield,37.338944,-92.888039,40,Marshfield Blue Jays,,,"marshfield, blue jays, southern missouri, missouri high schools"
8/13/2018,306,school,,AR,Valley View,35.76991,-90.737892,40,Valley View Blazers,,,"valley view, blazers, jonesboro, northeast arkansas, arkansas high schools"
10/24/2018,314,sports,,,,,,,Baseball,,,"sports,baseball"
10/24/2018,315,sports,,,,,,,Basketball,,,"sports,basketball"
10/24/2018,316,sports,,,,,,,Football,,,"sports,football"
10/24/2018,317,sports,,,,,,,GOLF BALL,,,"sports,golf"
10/24/2018,318,sports,,,,,,,SOCCER BALL,,,"sports,soccer"
10/24/2018,319,sports,,,,,,,TENNIS BALL,,,"sports,tennis"
2/28/2019,324,school,,AR,Haskell,34.510086,-92.643731,40,Harmony Grove Cardinals,,,"Benton, Saline County, Harmony Grove, Haskell, Schools, Cardinals, Cards"
3/13/2019,325,school,,AR,Rogers,36.2998,-94.1468,40,Mounties & War Eagles,,,"Rogers, Rogers Heritage, Benton County, WarEagles, Mounties, Schools, Cards"
8/15/2019,327,dest,,OK,,,,,Muskogee,,,"Muskogee, Oklahoma, downtown, sunset"
8/15/2019,331,agri,,,,,,,Baby Chicks,,,"agri, agriculture, farm, chicks, chickens, baby"
8/15/2019,332,agri,,,,,,,Black Angus,,,"agri, agriculture, farm, angus, black angus, cows, cattle"
8/15/2019,335,agri,,,,,,,Cozy Calf,,,"agri, agriculture, farm, calf, cow, cattle, baby cow"
8/15/2019,336,agri,,,,,,,Early Risers,,,"agri, agriculture, farm, chickens, roosters"
8/15/2019,334,agri,,,,,,,Golden Hayfield,,,"agri, agriculture, farm, hay bale, hay, field, sunset, sunrise"
8/15/2019,333,agri,,,,,,,Grazing Goat,,,"agri, agriculture, farm, goat"
4/16/2020,342,"outdoor, sports",,,,,,,KEEP UP,,,"Bike, Trail, Ride, Outdoor, Outdoors, Bicycle, Mountain, Trails, Riding"
4/16/2020,343,"outdoor, sports",,,,,,,THE RIGHT PATH,,,"Rock, Rocks, Stream, River, Beach, Outdoor, Outdoor"
4/16/2020,344,"outdoor, sports",,,,,,,MAKING WAVES,,,"Wakeboard, Wakeboarding, Surf, Surfing, Lake, Water, Outdoor, Outdoors, Boa"
4/16/2020,345,"outdoor, sports",,,,,,,ON THE WATER,,,"Kayak, Kayaking, Canoe, Canoeing, Lake, River, Outdoor, Outdoors, Boa"
4/16/2020,346,"outdoor, sports",,,,,,,TRAIL BLAZER,,,"Run, Running, Outdoor, Outdoors, Trail, Marathon, Race, Cross, Country"
7/23/2020,347,"outdoor, sports",,,,,,,OZ TRAILS NWA,,,"Bicycle, Bike, Trail, Ozarks, NWA, Arkansas, Bentonville, Outdoor, Trails, Outdoors"
1/28/2021,350,outdoor,,,,,,,COLER MOUNTAIN BIKE,,,"Coler, Coler MTB Preserve, Coler Mountain Bike Preserve, Mountain, Bike, Bicycle, Trail, Ride, Outdoor, Sport, Cycle"
